,competition_name,competition_country_name,competition_season_year,competition,competition_country,competition_season
0,Premier League,England,2023,"{'id': 39, 'name': 'Premier League', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/39.png'}","{'name': 'England', 'code': 'GB', 'flag': 'https://media.api-sports.io/flags/gb.svg'}","{'year': 2023, 'start': '2023-08-11', 'end': '2024-05-19', 'current': True, 'coverage': {'fixtures': {'events': True, 'lineups': True, 'statistics_fixtures': True, 'statistics_players': True}, 'standings': True, 'players': True, 'top_scorers': True, 'top_assists': True, 'top_cards': True, 'injuries': True, 'predictions': True, 'odds': False}}"
